,user_id,movie_id,rating,timestamp,gender,age,occupation,zip,title,genres
206586,5271,3168,4,961137635,F,25,0,94110,Easy Rider (1969),Adventure|Drama
32250,4271,1721,2,965308398,M,35,7,83405,Titanic (1997),Drama|Romance
955094,3546,1415,3,968004897,M,25,20,41706,"Thieves (Voleurs, Les) (1996)",Crime|Drama|Romance
998001,5517,925,3,959701490,M,56,0,80210,Golden Earrings (1947),Adventure|Romance
212832,3519,2081,5,968340399,F,25,14,11215,"Little Mermaid, The (1989)",Animation|Children's|Comedy|Musical|Romance
274428,5367,3744,3,961196735,M,18,4,55344,Shaft (2000),Action|Crime
806896,1685,2065,4,974718016,M,35,12,95833,"Purple Rose of Cairo, The (1985)",Comedy|Drama|Romance
303213,1120,3624,4,1037338860,M,18,4,95616,Shanghai Noon (2000),Action
856189,1112,1518,5,974944315,M,18,6,19104,Breakdown (1997),Action|Thriller
545695,1559,1230,5,974740290,M,35,8,10014,Annie Hall (1977),Comedy|Romance
480368,1233,1019,5,974835154,F,45,20,94519,"20,000 Leagues Under the Sea (1954)",Adventure|Children's|Fantasy|Sci-Fi
108459,2378,2858,3,974330292,M,25,3,75150,American Beauty (1999),Comedy|Drama
687224,4386,3930,4,985973011,M,25,5,74055,"Creature From the Black Lagoon, The (1954)",Horror
123906,1489,1372,2,974753476,F,35,2,60201,Star Trek VI: The Undiscovered Country (1991),Action|Adventure|Sci-Fi
123002,4505,1370,4,964984425,M,50,7,39648,Die Hard 2 (1990),Action|Thriller
451314,1265,317,1,1012103804,F,18,20,49321,"Santa Clause, The (1994)",Children's|Comedy|Fantasy
322983,1426,36,5,974759006,M,18,14,94070,Dead Man Walking (1995),Drama
556321,5327,2706,5,961101793,M,25,7,55408,American Pie (1999),Comedy
638814,1613,3156,1,974733876,M,18,20,61801,Bicentennial Man (1999),Comedy|Drama|Sci-Fi
304563,3621,2395,4,966715140,M,18,4,33023,Rushmore (1998),Comedy
706978,1303,585,2,974963858,M,25,19,94111,"Brady Bunch Movie, The (1995)",Comedy
951137,5831,892,4,957888911,M,25,1,92120,Twelfth Night (1996),Comedy|Drama|Romance
684250,425,1094,3,976283182,M,25,12,55303,"Crying Game, The (1992)",Drama|Romance|War
579069,4879,3479,3,962768499,M,25,3,60626,Ladyhawke (1985),Adventure|Fantasy|Romance
790727,549,3263,3,976121125,M,25,6,53217,White Men Can't Jump (1992),Comedy
833228,4122,2379,2,965360173,M,18,19,82070,Police Academy 2: Their First Assignment (1985),Comedy
906337,4305,3328,1,1011542678,F,45,17,27616,Ghost Dog: The Way of the Samurai (1999),Crime|Drama
330810,2015,597,2,1017606860,M,18,4,01003,Pretty Woman (1990),Comedy|Romance
583525,1635,3745,4,974715645,M,25,0,97212,Titan A.E. (2000),Adventure|Animation|Sci-Fi
602981,5511,2764,5,959714975,M,45,1,92407,"Thomas Crown Affair, The (1968)",Crime|Drama|Thriller
102697,1447,589,5,981020434,M,18,4,80521,Terminator 2: Judgment Day (1991),Action|Sci-Fi|Thriller
438355,139,2640,2,977361904,F,25,20,45409,Superman (1978),Action|Adventure|Sci-Fi
728168,3082,1222,5,969778663,F,35,6,45459,Full Metal Jacket (1987),Action|Drama|War
144897,1988,2396,4,974683041,F,25,1,85224,Shakespeare in Love (1998),Comedy|Romance
886407,1980,3553,3,998671403,M,35,7,06460,Gossip (2000),Drama|Thriller
799051,1875,906,4,974699234,M,35,12,94107,Gaslight (1944),Mystery|Thriller
88020,1064,1259,4,974946709,M,25,7,91344,Stand by Me (1986),Adventure|Comedy|Drama
374087,3564,253,4,966998603,M,25,11,02169,Interview with the Vampire (1994),Drama|Horror
492214,2731,1967,4,973244198,M,35,7,11050,Labyrinth (1986),Adventure|Children's|Fantasy
308064,2020,1884,3,974680163,M,25,7,45011,Fear and Loathing in Las Vegas (1998),Comedy|Drama
599725,2015,832,3,974849380,M,18,4,01003,Ransom (1996),Drama|Thriller
126422,2146,2427,5,974623474,M,18,2,96002,"Thin Red Line, The (1998)",Action|Drama|War
529296,4736,2012,3,963631821,M,18,20,91505,Back to the Future Part III (1990),Comedy|Sci-Fi|Western
311006,4384,1093,5,965363412,M,25,0,43623,"Doors, The (1991)",Drama|Musical
938175,5614,1238,5,959189340,M,25,0,12833,Local Hero (1983),Comedy
737869,5798,3104,5,959194115,M,35,0,80027,Midnight Run (1988),Action|Adventure|Comedy|Crime
150901,4473,1955,4,965075885,M,35,1,94121,Kramer Vs. Kramer (1979),Drama
822737,2860,3498,5,974234902,M,35,17,20009,Midnight Express (1978),Drama
871270,5287,205,4,961090282,M,25,8,85203,Unstrung Heroes (1995),Comedy|Drama
987726,245,3139,3,976738022,M,35,16,66046,Tarzan the Fearless (1933),Action|Adventure
825391,1988,3733,4,975119210,F,25,1,85224,"Paper Chase, The (1973)",Drama
857149,3681,3555,4,975162762,M,25,7,29662,U-571 (2000),Action|Thriller
514513,1317,2005,5,974785086,M,45,7,98028,"Goonies, The (1985)",Adventure|Children's|Fantasy
523203,3217,3247,4,968783056,F,35,0,92630,Sister Act (1992),Comedy|Crime
618339,4161,3773,2,965337964,M,45,0,90404,House Party (1990),Comedy
550845,4335,3347,4,965338853,M,35,0,74011,Never Cry Wolf (1983),Drama
118833,5156,480,4,1042208194,M,18,14,10024,Jurassic Park (1993),Action|Adventure|Sci-Fi
406800,4521,3751,4,964835199,M,35,12,15202,Chicken Run (2000),Animation|Children's|Comedy
341797,3569,1088,2,967143558,F,18,2,48823,Dirty Dancing (1987),Musical|Romance
457522,2857,2662,4,972506442,M,25,0,10469,"War of the Worlds, The (1953)",Action|Sci-Fi|War
42633,3032,1,5,970345591,M,25,0,47303,Toy Story (1995),Animation|Children's|Comedy
958629,3110,2925,4,969485345,M,25,0,10002,"Conformist, The (Il Conformista) (1970)",Drama
950554,1299,2026,1,974787995,M,25,14,02038,Disturbing Behavior (1998),Horror|Thriller
106217,889,1945,4,975255165,M,45,20,10024,On the Waterfront (1954),Crime|Drama
966291,2737,308,3,973226060,M,25,3,50311,Three Colors: White (1994),Drama
965751,2008,3077,2,974676807,M,25,3,48220,42 Up (1998),Documentary
810510,6016,2922,2,956776901,M,45,1,37209,Hang 'em High (1967),Western
816806,2840,154,3,972568914,M,25,0,60660,Belle de jour (1967),Drama
955231,1255,1063,3,974824197,M,25,17,94110,Johns (1996),Drama
892399,5345,1648,4,960673161,F,25,17,80003,"House of Yes, The (1997)",Comedy|Drama|Thriller
175586,411,1968,3,978452486,F,45,1,43214,"Breakfast Club, The (1985)",Comedy|Drama
457539,3051,2662,3,970295934,M,18,17,94063,"War of the Worlds, The (1953)",Action|Sci-Fi|War
543147,3108,3194,4,969495456,M,50,6,22039,"Way We Were, The (1973)",Drama
407772,1348,3755,2,985491207,F,1,10,04240,"Perfect Storm, The (2000)",Action|Adventure|Thriller
397236,2918,300,4,971903937,M,25,12,98112,Quiz Show (1994),Drama
981108,4169,2585,2,965693658,M,50,0,66048,"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)",Drama|Romance
814207,531,1680,5,979157189,F,18,14,22206,Sliding Doors (1998),Drama|Romance
294236,5102,551,5,982890982,M,25,12,90240,"Nightmare Before Christmas, The (1993)",Children's|Comedy|Musical
361470,3430,3155,3,967340706,F,45,1,15208,Anna and the King (1999),Drama|Romance
505701,2131,1129,4,974642369,M,25,0,01701,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller
281728,1019,2599,4,991862677,M,35,1,60640,Election (1999),Comedy
112170,4887,515,5,962739752,M,18,2,19072,"Remains of the Day, The (1993)",Drama
887306,3163,1190,4,968882016,M,18,15,95616,Tie Me Up! Tie Me Down! (1990),Drama
742765,5039,3556,3,962511861,F,35,4,97068,"Virgin Suicides, The (1999)",Comedy|Drama
244770,4055,1617,5,965493238,M,50,0,98826,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
734121,3159,1199,4,968882313,F,25,15,15213,Brazil (1985),Sci-Fi
743004,2116,1958,4,975898761,M,18,4,49546,Terms of Endearment (1983),Comedy|Drama
324060,984,2406,3,975118673,M,50,16,92129,Romancing the Stone (1984),Action|Adventure|Comedy|Romance
357553,3967,508,3,968872989,F,18,2,13603,Philadelphia (1993),Drama
101190,2638,3471,4,974176975,M,25,14,06405,Close Encounters of the Third Kind (1977),Drama|Sci-Fi
27229,3526,527,2,967615335,M,35,2,62263-3004,Schindler's List (1993),Drama|War
310365,4867,348,5,962849618,M,25,16,04101,Bullets Over Broadway (1994),Comedy
736987,3648,2808,2,994802583,M,18,4,85210,Universal Soldier (1992),Action|Sci-Fi
509625,4353,2000,4,965192186,M,25,7,11215,Lethal Weapon (1987),Action|Comedy|Crime|Drama
956072,1524,3857,4,974746643,M,18,4,06459,Bless the Child (2000),Thriller
910378,5430,1951,5,960073133,F,45,1,26505,Oliver! (1968),Musical
35469,2115,588,4,974649234,M,35,17,01519,Aladdin (1992),Animation|Children's|Comedy|Musical
284987,3557,2959,5,966806719,M,18,5,48185,Fight Club (1999),Drama
997649,5329,1864,2,961455624,F,25,5,91773,Sour Grapes (1998),Comedy
969834,5667,2068,5,958768952,M,35,7,10009,Fanny and Alexander (1982),Drama
542394,3914,2530,4,965745170,M,35,4,84123,Beneath the Planet of the Apes (1970),Action|Sci-Fi
151605,3726,235,3,966230294,M,25,17,92882,Ed Wood (1994),Comedy|Drama
596375,1584,748,4,975387738,M,25,19,45701,"Arrival, The (1996)",Action|Sci-Fi|Thriller
322552,5153,357,3,961968831,M,25,7,60046,Four Weddings and a Funeral (1994),Comedy|Romance
110363,5844,2858,4,957801828,F,1,10,02131,American Beauty (1999),Comedy|Drama
133963,1340,1198,5,974778603,M,25,7,14302,Raiders of the Lost Ark (1981),Action|Adventure
78355,2931,2881,3,972712935,M,18,4,16803,Double Jeopardy (1999),Action|Thriller
474906,3044,1375,3,970212974,M,35,16,77301,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi
713618,3032,2150,4,970347814,M,25,0,47303,"Gods Must Be Crazy, The (1980)",Comedy
320073,1133,34,4,974888170,M,18,2,90038,Babe (1995),Children's|Comedy|Drama
204294,2211,1304,5,974606538,M,45,6,01950,Butch Cassidy and the Sundance Kid (1969),Action|Comedy|Western
93690,2100,3255,4,974671787,F,25,0,24017,"League of Their Own, A (1992)",Comedy|Drama
861602,3180,1952,4,968802914,M,25,14,07430,Midnight Cowboy (1969),Drama
828260,4040,3693,3,965505309,M,25,20,75006,"Toxic Avenger, The (1985)",Comedy|Horror
379208,3519,2314,3,967576440,F,25,14,11215,Beloved (1998),Drama
525752,4800,3175,5,962944111,M,18,4,80521,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi
267773,1532,2291,5,974824722,M,18,14,43613,Edward Scissorhands (1990),Drama|Romance
835564,5172,1264,4,995329083,F,35,11,05602,Diva (1981),Action|Drama|Mystery|Romance|Thriller
903393,5042,1173,4,962655727,F,18,2,55408,"Cook the Thief His Wife & Her Lover, The (1989)",Drama
188020,731,3868,5,975528946,M,45,3,55410,"Naked Gun: From the Files of Police Squad!, The (1988)",Comedy
428131,999,3363,4,975363242,M,25,15,62558,American Graffiti (1973),Comedy|Drama
614631,2073,628,5,974664517,F,18,4,13148,Primal Fear (1996),Drama|Thriller
322895,965,36,4,975118793,M,56,7,10954,Dead Man Walking (1995),Drama
840808,1694,3091,4,974717414,M,25,12,98116,Kagemusha (1980),Drama|War
149930,2736,1954,2,973226062,M,45,12,80303,Rocky (1976),Action|Drama
818410,3336,3019,2,968096865,M,35,17,93436,Drugstore Cowboy (1989),Crime|Drama
704868,3501,1219,5,966998556,F,35,7,30309,Psycho (1960),Horror|Thriller
543384,889,2393,3,975249176,M,45,20,10024,Star Trek: Insurrection (1998),Action|Sci-Fi
12989,1239,595,5,974832854,F,25,20,50111,Beauty and the Beast (1991),Animation|Children's|Musical
127710,3493,590,4,967039287,M,25,17,61350,Dances with Wolves (1990),Adventure|Drama|Western
435423,869,2137,2,975280276,M,18,20,92026,Charlotte's Web (1973),Animation|Children's
185979,5779,1394,3,958156821,M,25,5,10011,Raising Arizona (1987),Comedy
162317,323,920,3,976975096,M,45,12,53716,Gone with the Wind (1939),Drama|Romance|War
37654,3312,1022,3,990955810,F,18,4,90039,Cinderella (1950),Animation|Children's|Musical
380662,1695,3265,5,974709121,M,25,1,97206,Hard-Boiled (Lashou shentan) (1992),Action|Crime
852679,3336,490,3,968042710,M,35,17,93436,Malice (1993),Thriller
383597,4086,2688,5,965517835,F,1,10,55391,"General's Daughter, The (1999)",Drama|Thriller
111849,326,515,3,976422083,M,50,11,25302,"Remains of the Day, The (1993)",Drama
473292,1199,1374,3,974920535,M,50,13,77459,Star Trek: The Wrath of Khan (1982),Action|Adventure|Sci-Fi
12135,3993,919,2,965593131,M,25,0,22015,"Wizard of Oz, The (1939)",Adventure|Children's|Drama|Musical
259826,3257,2716,5,968276110,M,25,14,94105,Ghostbusters (1984),Comedy|Horror
703408,2765,2376,3,973129761,M,50,7,02420,"View to a Kill, A (1985)",Action
674404,4408,940,4,965155144,F,45,2,19033,"Adventures of Robin Hood, The (1938)",Action|Adventure
904435,1626,2310,4,974723581,M,18,4,10010,"Mighty, The (1998)",Drama
912380,3690,3238,2,966308227,M,18,0,63116,Eye of the Beholder (1999),Thriller
799809,3108,928,4,969492376,M,50,6,22039,Rebecca (1940),Romance|Thriller
646429,1647,2455,3,974712747,M,18,18,98118,"Fly, The (1986)",Horror|Sci-Fi
245022,4774,1617,5,963057463,M,45,14,07458,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
851744,3922,1894,3,965712864,M,18,4,53211,Six Days Seven Nights (1998),Adventure|Comedy|Romance
256422,939,3513,3,975191038,F,25,20,20110-5616,Rules of Engagement (2000),Drama|Thriller
203503,4238,3552,5,965415446,M,35,16,44691,Caddyshack (1980),Comedy
797491,1926,3683,5,974692039,F,1,0,95404,Blood Simple (1984),Drama|Film-Noir
347508,1609,1674,4,974732906,F,35,9,06830,Witness (1985),Drama|Romance|Thriller
228875,45,39,5,977988182,F,45,16,94110,Clueless (1995),Comedy|Romance
927744,651,3768,2,975709388,M,35,7,20895,Braddock: Missing in Action III (1988),Action|War
163784,1020,1527,4,975007515,M,18,20,93455,"Fifth Element, The (1997)",Action|Sci-Fi
818368,2733,3019,4,973233857,M,45,17,94002,Drugstore Cowboy (1989),Crime|Drama
546582,5501,1230,5,959798077,M,25,2,33334,Annie Hall (1977),Comedy|Romance
828705,5768,1086,5,958175321,F,1,7,20852,Dial M for Murder (1954),Mystery|Thriller
726198,1605,473,3,975381670,F,18,0,28270,In the Army Now (1994),Comedy|War
834006,3224,2471,3,968519803,F,25,14,93428,Crocodile Dundee II (1988),Adventure|Comedy
308959,1626,272,4,974723474,M,18,4,10010,"Madness of King George, The (1994)",Drama
837875,3887,1949,5,965803154,M,18,4,80513,"Man for All Seasons, A (1966)",Drama
650209,4953,1748,3,962640545,M,35,12,55082,Dark City (1998),Film-Noir|Sci-Fi|Thriller
246730,3327,1909,3,967866347,M,18,12,91423,"X-Files: Fight the Future, The (1998)",Mystery|Sci-Fi|Thriller
58787,4734,608,5,963325796,M,50,1,93105,Fargo (1996),Crime|Drama|Thriller
515787,5337,1204,5,960747924,F,35,3,02725-1010,Lawrence of Arabia (1962),Adventure|War
842345,5955,1081,3,957112107,F,25,7,34952,Victor/Victoria (1982),Comedy|Musical
872041,2929,1971,3,971589057,M,18,2,60614,"Nightmare on Elm Street 4: The Dream Master, A (1988)",Horror
76004,5837,1213,5,957842081,M,25,7,60607,GoodFellas (1990),Crime|Drama
791648,3129,2463,2,969366014,M,25,7,21117,Ruthless People (1986),Comedy
92863,1998,1188,4,976021363,F,50,9,24018,Strictly Ballroom (1992),Comedy|Romance
311500,4867,29,5,962816696,M,25,16,04101,"City of Lost Children, The (1995)",Adventure|Sci-Fi
925943,1748,1187,3,1029497370,M,50,1,04240,Passion Fish (1992),Drama
679736,5788,546,1,958108245,M,25,0,92646,Super Mario Bros. (1993),Action|Adventure|Children's|Sci-Fi
525714,4673,3175,4,963759244,M,35,16,94705,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi
736352,1790,674,5,974701358,M,25,0,19152,Barbarella (1968),Adventure|Sci-Fi
767588,647,234,3,975714978,M,35,12,85224,Exit to Eden (1994),Comedy
579461,2011,10,3,975280251,F,35,3,01545,GoldenEye (1995),Action|Adventure|Thriller
845771,1524,3480,4,974747909,M,18,4,06459,Lucas (1986),Drama
224778,2282,1240,5,978394694,M,50,2,32117,"Terminator, The (1984)",Action|Sci-Fi|Thriller
835102,1740,3871,5,974704416,M,56,1,96153,Shane (1953),Drama|Western
296219,3509,1517,3,967476762,M,18,4,02115,Austin Powers: International Man of Mystery (1997),Comedy
512756,5463,1200,4,959901368,M,35,0,53202,Aliens (1986),Action|Sci-Fi|Thriller|War
141277,1982,2571,5,979781612,M,1,10,80540,"Matrix, The (1999)",Action|Sci-Fi|Thriller
112281,134,442,2,978038020,M,25,0,66212,Demolition Man (1993),Action|Sci-Fi
608849,5689,1619,3,961989437,M,25,0,84119,Seven Years in Tibet (1997),Drama|War
914285,5840,2069,5,957830645,F,1,0,44260,"Trip to Bountiful, The (1985)",Drama
190650,1897,2997,4,976158638,F,50,2,94530,Being John Malkovich (1999),Comedy
960504,987,3094,5,976371383,F,35,17,48098,Maurice (1987),Drama|Romance
331439,5667,597,3,958763986,M,35,7,10009,Pretty Woman (1990),Comedy|Romance
226907,2679,2987,3,973395879,F,18,4,02143,Who Framed Roger Rabbit? (1988),Adventure|Animation|Film-Noir
146637,2140,3735,4,974638259,M,45,14,46804,Serpico (1973),Crime|Drama
144120,37,2396,4,978056617,F,25,9,66212,Shakespeare in Love (1998),Comedy|Romance
687308,1015,1321,4,975013768,M,35,3,11220,"American Werewolf in London, An (1981)",Horror
520393,4523,1135,3,964818050,M,18,2,55304,Private Benjamin (1980),Comedy
589295,1683,2243,5,974709932,F,25,7,98109,Broadcast News (1987),Comedy|Drama|Romance
788138,3718,3684,4,966264732,M,50,17,07728,"Fabulous Baker Boys, The (1989)",Drama|Romance
704206,314,1219,5,976751165,F,56,9,46911,Psycho (1960),Horror|Thriller
935805,2231,3384,3,974599833,M,50,11,85726,"Taking of Pelham One Two Three, The (1974)",Action
492975,1605,2405,3,975384327,F,18,0,28270,"Jewel of the Nile, The (1985)",Action|Adventure|Comedy|Romance
777658,1524,2403,2,974747935,M,18,4,06459,First Blood (1982),Action
7176,3458,1197,4,967221787,M,45,0,02131,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance
647836,2012,1301,3,974678140,M,25,4,49456,Forbidden Planet (1956),Sci-Fi
184595,5989,1641,3,956873721,F,1,10,74114,"Full Monty, The (1997)",Comedy
288726,5136,1653,4,962090758,M,25,12,91106,Gattaca (1997),Drama|Sci-Fi|Thriller
614547,1050,628,3,974965502,M,25,1,97302,Primal Fear (1996),Drama|Thriller
609107,1836,1625,4,974828465,M,25,0,10016,"Game, The (1997)",Mystery|Thriller
836413,513,2088,2,976204673,M,25,0,55119,Popeye (1980),Adventure|Comedy|Musical
714024,731,1425,4,975529595,M,45,3,55410,Fierce Creatures (1997),Comedy
975257,5614,2351,4,959132530,M,25,0,12833,Nights of Cabiria (Le Notti di Cabiria) (1957),Drama
258905,676,2716,2,975650773,M,18,16,55129,Ghostbusters (1984),Comedy|Horror
663860,2200,327,2,974605151,M,35,1,60016,Tank Girl (1995),Action|Comedy|Musical|Sci-Fi
730578,2962,1249,3,978981925,M,35,3,94109,Nikita (La Femme Nikita) (1990),Thriller
453328,2966,1282,3,971116522,F,25,4,48104,Fantasia (1940),Animation|Children's|Musical
397343,3842,300,4,984997042,F,35,16,92054,Quiz Show (1994),Drama
148051,1667,1597,4,975017344,M,50,16,98516,Conspiracy Theory (1997),Action|Mystery|Romance|Thriller
19252,3391,2018,4,988650134,M,18,4,48135,Bambi (1942),Animation|Children's
378268,5779,2023,3,958165564,M,25,5,10011,"Godfather: Part III, The (1990)",Action|Crime|Drama
675972,3555,1562,3,966809723,M,56,7,55430,Batman & Robin (1997),Action|Adventure|Crime
507761,1897,3097,2,1037584719,F,50,2,94530,"Shop Around the Corner, The (1940)",Comedy|Romance
983682,4277,3947,4,1020319765,M,35,16,98133,Get Carter (1971),Thriller
355580,3280,1393,3,968169892,M,25,7,33486,Jerry Maguire (1996),Drama|Romance
885194,2380,3861,1,1000916885,M,25,4,22903,"Replacements, The (2000)",Comedy
370007,4989,1639,4,962593473,M,25,0,55121,Chasing Amy (1997),Drama|Romance
341017,1264,1441,4,974822526,M,25,1,53711,Benny & Joon (1993),Comedy|Romance
977148,229,2590,3,1039503987,M,18,10,04576,Hideous Kinky (1998),Drama
17456,2102,2791,4,974656761,M,25,11,48825,Airplane! (1980),Comedy
467991,5812,765,4,960878559,F,25,7,92120,Jack (1996),Comedy|Drama
795726,156,930,4,977251663,F,45,7,14519,Notorious (1946),Film-Noir|Romance|Thriller
164261,3147,1527,2,968966445,M,25,14,49355,"Fifth Element, The (1997)",Action|Sci-Fi
978259,4062,1399,3,965482424,M,25,7,60559,Marvin's Room (1996),Drama
277788,2615,3176,3,973702117,M,25,7,21029,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller
380530,5077,1660,4,963203541,M,25,2,20037,Eve's Bayou (1997),Drama
91827,5121,1544,3,962239809,M,25,7,91608,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller
58210,3328,608,5,967866153,M,56,19,91790-1161,Fargo (1996),Crime|Drama|Thriller
871711,1598,1970,3,974733605,M,35,13,76548,"Nightmare on Elm Street 3: Dream Warriors, A (1987)",Horror
983980,999,1410,2,975364784,M,25,15,62558,"Evening Star, The (1996)",Comedy|Drama
375652,1383,111,3,994118754,F,25,7,19806,Taxi Driver (1976),Drama|Thriller
140807,890,2571,5,982625533,M,18,4,92153,"Matrix, The (1999)",Action|Sci-Fi|Thriller
